"uid","score"
1,0.895661860704422
2,0.6434565782547
9,0.616014212369919
12,0.889347963035107
14,0.523522913455963
20,0.794476211071014
25,0.836606487631798
28,0.841077044606209
30,0.851864352822304
33,0.870418384671211
35,0.722615003585815
37,0.868256241083145
43,0.769908294081688
44,0.845927476882935
45,0.951147947460413
46,0.826135471463203
52,0.547458052635193
53,0.84415328502655
55,0.426094114780426
56,0.875319615006447
57,0.845009326934814
59,0.769290313124657
60,0.718766838312149
66,0.748436212539673
74,0.638911694288254
75,0.736035048961639
83,0.78747832775116
84,0.715835094451904
87,0.824790567159653
88,0.835579872131348
95,0.513941138982773
100,0.878492437303066
101,0.482136249542236
105,0.21649169921875
111,0.756307706236839
114,0.80512298643589
116,0.777635738253593
118,0.733465969562531
119,0.881099514663219
123,0.561824411153793
129,0.853765800595284
131,0.541675239801407
132,0.515235781669617
137,0.80633807182312
143,0.553570002317429
147,0.910805203020573
148,0.594189643859863
149,0.601158976554871
156,0.717288911342621
161,0.590656727552414
162,0.48332941532135
170,0.56839057803154
179,0.873292207717896
184,0.759728237986565
187,0.632227033376694
191,0.372612297534943
198,0.68399241566658
206,0.703357845544815
212,0.399488151073456
221,0.608920693397522
222,0.945392906665802
225,0.685126841068268
226,0.733857125043869
228,0.707039892673492
232,0.82739494740963
236,0.766773447394371
237,0.926666937768459
242,0.481628715991974
247,0.905339196324348
252,0.617053508758545
253,0.864335164427757
255,0.834165826439857
258,0.636666238307953
261,0.560013979673386
264,0.899116657674313
268,0.36661833524704
275,0.892352893948555
292,0.54547530412674
293,0.848990589380264
295,0.738276362419128
305,0.763405919075012
325,0.849899590015411
328,0.907481424510479
330,0.711929798126221
334,0.801494464278221
335,0.660773783922195
350,0.851949259638786
351,0.423806369304657
354,0.667104423046112
357,0.78284178674221
360,0.806041464209557
361,0.848597809672356
365,0.385442554950714
368,0.575630754232407
369,0.76988197863102
370,0.840237185359001
374,0.709183901548386
375,0.649054050445557
377,0.8896269723773
389,0.702396005392075
390,0.70474699139595
399,0.698924839496613
401,0.895072266459465
402,0.628628820180893
403,0.899860441684723
404,0.497015058994293
405,0.625465959310532
415,0.732826948165894
416,0.495013117790222
417,0.544937819242477
425,0.864904925227165
430,0.97454097494483
436,0.752651527523994
442,0.861187994480133
445,0.885898649692535
446,0.632043212652206
447,0.919549100100994
451,0.580530434846878
459,0.782345280051231
461,0.883605599403381
462,0.92757972329855
464,0.481197476387024
465,0.569811701774597
470,0.666871875524521
471,0.25049763917923
473,0.840890929102898
481,0.664615988731384
482,0.850450769066811
487,0.955910392105579
489,0.775390058755875
524,0.77058918774128
528,0.449020326137543
535,0.47471159696579
536,0.665954142808914
545,0.879521869122982
551,0.745758235454559
552,0.48219758272171
563,0.781236529350281
566,0.650863498449326
573,0.688423842191696
576,0.632902055978775
577,0.574806749820709
579,0.917640402913094
583,0.820788666605949
595,0.526896804571152
596,0.789386302232742
598,0.563688635826111
600,0.819108173251152
603,0.666804999113083
607,0.822509437799454
608,0.649451076984406
613,0.623326748609543
614,0.853039160370827
616,0.778926014900208
618,0.826478391885757
620,0.67891600728035
623,0.681372225284576
624,0.650512188673019
628,0.866199478507042
630,0.613328665494919
637,0.824771136045456
645,0.755433306097984
652,0.531107544898987
653,0.662863612174988
665,0.765757158398628
667,0.566065698862076
668,0.760841682553291
669,0.650865912437439
678,0.736223846673965
680,0.834276974201202
684,0.819069683551788
687,0.781481519341469
695,0.737801939249039
699,0.870807245373726
702,0.773996621370316
704,0.89879959821701
705,0.448944628238678
707,0.79699170589447
711,0.858973771333694
716,0.392787098884583
722,0.619633257389069
