uid,score
1,0.929704673424
2,0.914466557196
9,0.823532753357
12,0.939878714612
14,0.87943190874
20,0.93746503102
25,0.872362568492
28,0.934148378131
30,0.929556381251
33,0.922545361299
35,0.877203215307
37,0.921789474371
43,0.927289337509
44,0.945858498508
45,0.971202838573
46,0.887773539934
52,0.781136868209
53,0.893039086714
55,0.71836043953
56,0.956527443957
57,0.933684058998
59,0.914546917632
60,0.85798687089
66,0.964259355576
74,0.889848801202
75,0.820360147054
83,0.93681653813
84,0.91295267682
87,0.923203378815
88,0.951715582158
95,0.868564617616
100,0.954910456369
101,0.844203423344
105,0.757381087885
111,0.942771779397
114,0.903069082229
116,0.909420992128
118,0.884583103985
119,0.879191718918
123,0.850333536154
129,0.937190345424
131,0.697294650714
132,0.856215761467
137,0.914240657463
143,0.877238516766
147,0.947474969918
148,0.897936230781
149,0.940035865552
156,0.947484242978
161,0.92291614064
162,0.803956192421
170,0.79832150005
179,0.918734928375
184,0.927530532531
187,0.900746063132
191,0.670610014439
198,0.87087382215
206,0.850974801577
212,0.839205275731
221,0.796146157776
222,0.967807065528
225,0.875474059209
226,0.89008236904
228,0.880827299848
232,0.955513568027
236,0.905511802544
237,0.94854490449
242,0.775151341165
247,0.95850194096
252,0.878065983534
253,0.887457332581
255,0.944318009441
258,0.904481360814
261,0.869623297838
264,0.89680159858
268,0.853350598029
275,0.951713681101
292,0.913312970095
293,0.926544180975
295,0.906468311344
305,0.933473839569
325,0.940946227128
328,0.961907024098
330,0.908361139848
334,0.935905582732
335,0.803270701373
350,0.92003876056
351,0.696332127826
354,0.887196035439
357,0.873470426714
360,0.964081780302
361,0.950378860352
365,0.710676797239
368,0.77184233245
369,0.919735663117
370,0.891227420828
374,0.904448978469
375,0.910403900969
377,0.89806346219
389,0.886178613646
390,0.940705401202
399,0.906562007986
401,0.918523771999
402,0.868726881509
403,0.942416371069
404,0.862381877757
405,0.903439249133
415,0.921436873494
416,0.810366411703
417,0.899505674102
425,0.9144718898
430,0.972291701522
436,0.905534722226
442,0.901413444965
445,0.970270129833
446,0.890810182637
447,0.952163989889
451,0.902228450498
459,0.961239121826
461,0.943067915441
462,0.964083759858
464,0.864016820404
465,0.876092709338
470,0.915332158704
471,0.795063685287
473,0.918360140314
481,0.798781297977
482,0.937278870963
487,0.978859163213
489,0.943125125016
524,0.900079696447
528,0.870463079684
535,0.778133720922
536,0.893078258025
545,0.955220873112
551,0.869329658534
552,0.720950639772
563,0.8823205403
566,0.850981935962
573,0.917639732716
576,0.811066887015
577,0.916981106647
579,0.922208230383
583,0.956603037436
595,0.853138529416
596,0.945578404256
598,0.825494751674
600,0.90777474731
603,0.889570007552
607,0.87265091734
608,0.882066646458
613,0.811817596016
614,0.928414614127
616,0.897494412626
618,0.934069366388
620,0.813359571333
623,0.905368886006
624,0.920792209964
628,0.931367530069
630,0.920719017159
637,0.823215193152
645,0.868114187126
652,0.885961616832
653,0.866644233704
665,0.943864488928
667,0.857127791239
668,0.95042931792
669,0.922153229526
678,0.860932165406
680,0.939017131463
684,0.953642770674
687,0.934830898884
695,0.938927242167
699,0.948947142788
702,0.879122823409
704,0.941001847401
705,0.861533477749
707,0.926690628645
711,0.901819116776
716,0.748773115407
722,0.910565800059
732,0.93445793158
741,0.942472522582
745,0.934633427421
747,0.927871166572
748,0.810442720109
750,0.896013440929
753,0.882314934198
756,0.931332164848
765,0.882244857271
769,0.933028276691
775,0.799679123349
777,0.858621968621
781,0.950205368983
791,0.942756625749
792,0.904336952241
794,0.809589597927
800,0.813894856673
802,0.878545973238
811,0.968224408358
812,0.913782873759
813,0.940791497542
816,0.823411465954
818,0.686844742203
822,0.895856101806
829,0.900942723682
830,0.956897008755
833,0.897519429548
838,0.872058123156
839,0.869313180285
841,0.938425539274
842,0.947589351978
843,0.887380470471
849,0.912000422641
855,0.935991226583
856,0.938571277953
860,0.927430520331
871,0.931489603477
874,0.836659003339
876,0.930015157057
879,0.929239160633
881,0.67640235941
890,0.904201366009
898,0.843344252873
901,0.936269608598
904,0.934528186581
913,0.914858615204
914,0.952581056925
915,0.826424708878
924,0.895085075395
925,0.941310227273
927,0.812962432296
928,0.819696631485
929,0.917574373291
934,0.957992532007
935,0.9167436447
937,0.922017737159
938,0.908927074431
939,0.912208525928
940,0.914737367901
943,0.946517449964
944,0.885796871222
951,0.873455325311
954,0.908476949483
957,0.888881794214
959,0.874827069883
963,0.90189134116
967,0.807443227904
970,0.879749998931
973,0.931281253585
974,0.956985138633
979,0.789255952361
985,0.937300367154
990,0.741324427137
991,0.941266475819
993,0.884368702775
994,0.855913826765
999,0.92851061963
1002,0.886658517761
1009,0.906764281616
1014,0.918102867755
1017,0.896484000721
1019,0.939969539653
1026,0.898241632295
1031,0.873174204143
1032,0.87027049345
1033,0.921294227275
1036,0.907365837339
1037,0.932323608885
1042,0.878462464077
1043,0.902813902963
1044,0.837362701316
1048,0.936662055547
1052,0.966336780091
1053,0.902512082788
1061,0.98335909197
1072,0.951161330807
1077,0.715492303208
1081,0.936712916406
1082,0.885564013305
1085,0.898407104296
1087,0.973671553702
1095,0.948078095312
1096,0.809788350057
1097,0.938969212945
1098,0.940527007445
1099,0.925848203506
1115,0.82514209787
1117,0.768798903344
1120,0.936347030083
1122,0.924645825997
1132,0.911946189488
1139,0.931699684559
1142,0.948449943988
1149,0.964004142048
1151,0.910918779872
1157,0.929327289328
1160,0.887946406927
1162,0.942900682223
1166,0.868019908082
1169,0.879360173662
1174,0.943683836195
1178,0.967286725096
1180,0.962416545079
1182,0.8563651837
1189,0.938932228685
1190,0.867347242448
1196,0.740390050654
1198,0.82431075875
1199,0.947314966569
1204,0.927497617376
1205,0.761875761403
1208,0.86786086621
1209,0.810730074221
1210,0.949126465794
1212,0.943520411408
1214,0.842404120311
1215,0.93387989323
1222,0.79735455589
1227,0.900251895886
1228,0.909335897478
1236,0.937981860312
1237,0.889888565882
1238,0.913477427813
1243,0.911292531524
1244,0.918278605132
1245,0.904331662771
1251,0.910869718908
1253,0.869708090557
1259,0.951276162298
1260,0.903330047071
1264,0.914377377649
1266,0.88989123269
1276,0.907783206177
1285,0.857158248146
1287,0.959336508451
1292,0.901861989211
1299,0.968204731479
1306,0.821708802294
1312,0.943602697603
1314,0.945397878112
1315,0.938648340386
1316,0.856568254279
1318,0.871226648196
1326,0.942244815588
1330,0.936713557487
1343,0.867577505341
1344,0.873177940302
1346,0.772838027213
1347,0.926737999743
1350,0.844984894104
1354,0.820136851573
1357,0.804322607334
1360,0.906547663285
1362,0.890820334462
1365,0.914239217766
1366,0.901269744887
1367,0.963419194267
1372,0.926910560342
1374,0.917964341951
1375,0.765658904759
1377,0.968767143806
1378,0.900914103968
1381,0.923974635733
1382,0.811118308775
1394,0.905692788301
1395,0.959245567257
1402,0.862152584984
1408,0.864484351292
1409,0.902014143746
1414,0.924244326549
1420,0.964937646079
1425,0.940447930712
1426,0.808823937821
1433,0.952488557393
1435,0.959767961788
1437,0.833869700061
1450,0.818055158131
1457,0.935829871217
1458,0.844343874633
1462,0.94043631349
1463,0.870978191436
1465,0.911541586299
1468,0.928789810401
1473,0.899518949019
1482,0.945425456912
1486,0.931660790208
1488,0.63393364742
1489,0.823408578443
1496,0.927187413406
1497,0.957397901719
1501,0.928358524776
1507,0.949435657817
1516,0.960820336653
1519,0.966607520455
1528,0.948192510812
1534,0.946996148725
1536,0.775986095768
1540,0.940428406476
1541,0.915702857909
1547,0.913737622497
1550,0.851153257056
1561,0.917909463475
1562,0.941302363207
1568,0.942818906344
1573,0.917476421605
1574,0.844094235908
1577,0.952384487134
1583,0.943119182168
1584,0.884181461165
1589,0.904860961174
1591,0.963008130108
1598,0.822653126748
1604,0.892971215771
1608,0.952016563753
1611,0.829612958105
1612,0.968752102436
1623,0.859998992222
1624,0.941041806722
1631,0.951872326099
1658,0.904963423944
1659,0.655278677191
1668,0.946965890954
1669,0.913073953778
1671,0.897794046433
1674,0.829528867433
1680,0.734727742199
1681,0.876318050614
1682,0.922899967529
1688,0.939070675793
1690,0.916402663683
1698,0.950101610231
1699,0.948655327654
1707,0.90793228381
1710,0.80727571303
1711,0.847495338079
1721,0.935678164146
1725,0.858859290007
1731,0.876727750187
1737,0.96273562451
1742,0.865032337573
1749,0.89466477346
1750,0.863969197629
1752,0.952931170448
1760,0.94988357749
1764,0.88958137035
1770,0.9777412707
1773,0.944263460211
1776,0.913040903953
1781,0.928531344182
1785,0.925025770813
1786,0.944107195739
1788,0.850402600675
1794,0.894966818521
1795,0.94994882943
1797,0.869396909935
1798,0.897547431471
1803,0.827887209253
1804,0.839251257782
1809,0.937184051785
1824,0.911355445201
1831,0.845543033217
1833,0.846158238277
1834,0.839713070579
1835,0.94586572088
1836,0.898728506863
1838,0.766669837235
1840,0.878557135723
1841,0.919379156339
1842,0.926637406148
1845,0.95928171792
1853,0.87983063045
1854,0.929847219815
1855,0.842333164479
1858,0.924152612151
1859,0.933562954329
1862,0.921118568621
1863,0.769941863346
1866,0.864711466
1872,0.953426616614
1876,0.82908991071
1882,0.875123920628
1885,0.916590476802
1889,0.857804669651
1910,0.915286718392
1914,0.959784405976
1923,0.875972315537
1926,0.695894025579
1929,0.965188837095
1933,0.883126996914
1938,0.970999682413
1944,0.928522593788
1946,0.913152366398
1958,0.936353184509
1961,0.954128884056
1963,0.942365752771
1966,0.686723038735
1970,0.887429837501
1971,0.756233765331
1972,0.906282703052
1975,0.927717600624
1976,0.961414286904
1978,0.808021251626
1980,0.918880646951
1982,0.929065570393
1985,0.965008220962
1989,0.921616203425
1993,0.953295796165
1994,0.923867537442
1995,0.870435556386
1996,0.944237904743
1997,0.895877024794
1998,0.86153477572
2002,0.905725322793
2003,0.959416134791
2011,0.895031407507
2020,0.864375194603
2022,0.816529120507
2031,0.953834977989
2032,0.940162949014
2033,0.964837606203
2045,0.873463473867
2048,0.904093449435
2052,0.879354967043
2053,0.77946969618
2057,0.890539720623
2058,0.861025372608
2063,0.881353361088
2095,0.916060050842
2096,0.81335833975
2112,0.940587685149
2119,0.910261079775
2120,0.959452984656
2122,0.922879059772
2130,0.931592732574
2134,0.878900380795
2139,0.929550273572
2142,0.887022800044
2144,0.904447069107
2147,0.827230065237
2148,0.965605265864
2152,0.906764516784
2158,0.91746500278
2159,0.844560316111
2162,0.931035043633
2163,0.891231467384
2166,0.93738066439
2170,0.932384356445
2171,0.902190579973
2172,0.870344699467
2174,0.74205885597
2177,0.901704372084
2201,0.942422164572
2203,0.766958929292
2206,0.916469896939
2208,0.906570068472
2209,0.817739337237
2218,0.9182208572
2224,0.957310629733
2229,0.913655097613
2231,0.930500559965
2232,0.963841261882
2236,0.896557843609
2242,0.945671465237
2245,0.929968471081
2252,0.814337838558
2254,0.912680866499
2256,0.834994049664
2260,0.92864641609
2262,0.932449230295
2263,0.88179912542
2264,0.824148931541
2267,0.984845289494
2268,0.89633875498
2270,0.848758861835
2272,0.971293546884
2273,0.936570098465
2274,0.762830267747
2278,0.934940196781
2279,0.852414433866
2282,0.804953884441
2285,0.945883769015
2288,0.925969808553
2289,0.90707178321
2294,0.91970706171
2301,0.840081466111
2303,0.90231450281
2305,0.921942424844
2306,0.948615708134
2327,0.953611011383
2333,0.90831041756
2336,0.867759354627
2338,0.920804936129
2339,0.963429961401
2340,0.896777907723
2346,0.941024293885
2348,0.802389103713
2349,0.961142486793
2352,0.940022212802
2357,0.936801367633
2371,0.903526136625
2374,0.901008648459
2376,0.923758165928
2379,0.655778497859
2388,0.916661826391
2390,0.910057747092
2396,0.90845037808
2402,0.86920322547
2403,0.887489793644
2405,0.840324177276
2412,0.863991731722
2413,0.862616473697
2415,0.87038076413
2428,0.854569190497
2431,0.863657033192
2451,0.843281626767
2455,0.885491507165
2456,0.95500487965
2470,0.906558283539
2471,0.806588698391
2473,0.946403987928
2481,0.91194790179
2485,0.944954915755
2487,0.934810259806
2488,0.955158826555
2492,0.877903726586
2505,0.921851067056
2514,0.92880807194
2517,0.919767407317
2521,0.894897092848
2523,0.944742761507
2525,0.875119910443
2527,0.82000737498
2528,0.952959881511
2532,0.902894028633
2533,0.957125971038
2535,0.900238993619
2542,0.882622829649
2547,0.913371048488
